Name	Description	A1R3	C2R3	F2R3	A2R3	D2R3	E1R3
P48380	comp25902_c0_seq1	666	287	375	156	419	301
Q8IZU2	comp25966_c0_seq1	358	163	219	63	218	168
Q5T9L3	comp25977_c0_seq1	1433	412	582	182	423	353
Q9Y6J8	comp26146_c0_seq1	97	26	72	20	76	97
Q8NBW4	comp26305_c0_seq2	147	75	109	48	116	92
Q8IXL7	comp26323_c0_seq2	153	48	81	40	82	103
P78381	comp26458_c0_seq2	252	170	197	97	197	126
O95045	comp26541_c0_seq2	70	31	40	19	60	43
P38935	comp26556_c0_seq1	131	60	97	36	67	53
Q9Y3A2	comp26731_c0_seq1	206	60	85	33	83	99
Q04741	comp26738_c0_seq1	23	8	9	3	28	24
Q9NY33	comp26913_c0_seq1	372	129	170	98	210	144
Q96DA2	comp27003_c0_seq1	344	171	240	120	355	297
Q96BW1	comp27037_c0_seq1	126	64	88	45	106	80
P78317	comp27125_c0_seq2	332	178	247	102	234	210
Q70CQ4	comp27139_c0_seq1	129	83	115	33	60	26
Q4FZB7	comp27161_c0_seq1	361	159	216	108	275	235
Q6VEQ5	comp27208_c0_seq1	212	91	137	74	114	111
P42357	comp27271_c0_seq1	905	360	485	56	111	110
Q9UMR3	comp27312_c0_seq1	132	41	80	27	48	48
O00410	comp27396_c0_seq1	1058	337	545	221	473	393
Q9ULC8	comp27449_c0_seq1	311	121	207	91	217	174
Q93008	comp27549_c0_seq1	1900	702	1034	409	1001	796
Q8NA23	comp27557_c0_seq1	260	93	120	82	178	157
P82279	comp27571_c0_seq1	844	528	694	280	650	511
Q8NBL1	comp27670_c0_seq1	76	19	36	7	26	14
Q8WW01	comp27711_c0_seq1	14	12	12	3	12	15
Q969Q5	comp27852_c0_seq1	322	124	172	130	294	252
Q86UK7	comp27920_c0_seq1	207	105	137	79	229	144
Q8TEL6	comp27942_c0_seq1	384	152	197	85	260	207
P55196	comp28001_c0_seq1	1129	410	494	228	527	357
Q86YF9	comp28046_c0_seq1	443	144	242	125	279	243
Q86TI4	comp28051_c0_seq1	67	36	43	14	22	15
Q6IPU0	comp28057_c0_seq1	24	6	9	5	19	20
Q9BZE1	comp28094_c0_seq1	118	68	70	42	80	79
Q9H3P2	comp28160_c0_seq2	116	35	62	26	71	74
Q99536	comp28175_c0_seq1	1378	390	614	200	476	421
Q8N1V2	comp28177_c0_seq1	421	201	260	148	360	306
Q8TCG1	comp28252_c0_seq1	45	17	17	9	30	23
Q7Z4L9	comp28279_c0_seq1	109	53	82	44	97	73
Q6P2Q9	comp28295_c0_seq1	4266	2124	2649	1252	2158	1788
P52594	comp28334_c0_seq1	1870	850	1168	509	1086	885
P35613	comp28385_c0_seq1	800	470	675	161	293	182
Q96D46	comp28537_c0_seq1	277	96	141	58	149	111
Q9H211	comp28550_c0_seq2	68	19	37	11	36	42
Q9Y2Y0	comp28564_c0_seq1	148	64	93	37	89	106
O43156	comp28607_c0_seq1	91	28	44	19	42	22
Q9BXT4	comp28642_c0_seq1	1929	860	1051	301	542	395
Q86XD8	comp28674_c0_seq1	274	112	181	84	190	177
O95248	comp28785_c0_seq1	1656	837	1027	420	1012	707
Q6P2E9	comp28792_c0_seq1	1631	711	913	307	733	462
P54277	comp28896_c0_seq1	51	15	27	12	17	17
Q01415	comp28938_c0_seq2	482	215	268	111	268	172
Q96ST3	comp29085_c0_seq1	772	299	460	153	428	294
Q9BRX9	comp29147_c0_seq2	171	55	103	54	146	143
Q92630	comp29166_c0_seq1	515	237	313	190	496	481
Q96BD5	comp29179_c0_seq2	291	114	156	66	205	140
Q53HL2	comp29242_c0_seq1	66	31	29	39	49	35
P00540	comp29283_c0_seq1	21	5	9	9	28	12
Q8N2A8	comp29332_c0_seq1	58	14	31	14	47	35
Q6XPS3	comp29396_c0_seq1	827	379	527	191	502	359
Q9NWU5	comp29417_c0_seq1	155	52	79	49	102	102
P42694	comp2944_c0_seq1	25	39	37	9	15	10
O14795	comp29492_c0_seq1	559	211	385	58	110	71
Q9UKY7	comp29637_c0_seq2	688	373	465	227	385	331
Q96E14	comp29642_c0_seq1	58	17	23	12	45	31
Q9H598	comp29699_c0_seq1	19	6	8	9	33	16
Q8IZ08	comp29721_c0_seq1	18	11	12	6	27	18
Q9NQ50	comp29728_c0_seq1	149	52	85	44	83	92
Q15831	comp29739_c0_seq1	176	109	107	66	109	72
O94868	comp29773_c0_seq1	219	93	160	31	92	77
Q8IUR6	comp29879_c0_seq1	110	58	59	19	36	26
Q9HC77	comp2994_c0_seq1	29	7	9	13	9	11
Q10472	comp30008_c0_seq1	222	96	146	110	227	182
Q96A29	comp30026_c0_seq1	354	128	193	135	275	290
Q8TCJ2	comp30032_c0_seq1	1294	616	722	364	739	684
Q8N0Z3	comp30102_c0_seq1	34	18	19	12	15	16
Q9P031	comp30118_c0_seq1	193	66	94	70	118	100
Q15121	comp30142_c0_seq1	176	73	94	32	87	55
Q8WX92	comp30188_c0_seq1	707	427	574	186	325	227
P30086	comp30224_c0_seq1	28	9	12	9	29	16
Q9H845	comp30281_c0_seq1	704	168	285	137	381	301
Q6ZNG9	comp30335_c0_seq1	23	18	14	14	14	11
Q8WY91	comp30358_c0_seq1	515	146	262	120	334	287
Q96B26	comp30388_c0_seq2	279	109	132	52	165	122
Q56UN5	comp30426_c0_seq1	378	127	177	69	211	164
P07203	comp30432_c0_seq1	497	260	412	467	836	695
Q5T655	comp30450_c0_seq1	267	40	83	39	103	117
O95777	comp30469_c0_seq1	178	95	109	86	163	125
Q9H875	comp30476_c0_seq1	173	62	100	64	86	101
O43615	comp30611_c0_seq2	436	169	236	88	205	161
Q8WVD5	comp30623_c0_seq1	589	300	356	118	371	288
O60271	comp30633_c0_seq1	632	376	515	137	244	152
P01112	comp30688_c0_seq1	1514	584	853	385	1024	858
Q9H0U6	comp30705_c0_seq1	80	22	27	23	35	37
Q9UHW5	comp30734_c0_seq1	101	50	54	49	100	65
P40313	comp30754_c0_seq1	132	45	82	130	254	147
P52788	comp30763_c0_seq2	283	122	164	74	186	149
Q8N806	comp30787_c0_seq1	207	51	105	50	124	116
Q969H6	comp30816_c0_seq2	71	24	41	15	28	34
O95995	comp30845_c0_seq2	429	121	217	102	256	302
Q9UNH7	comp30880_c0_seq1	1498	575	731	413	794	678
Q8IYE0	comp30891_c0_seq1	273	72	111	51	151	165
Q70IA6	comp30908_c0_seq1	413	157	277	125	294	268
Q5JS54	comp30916_c0_seq2	81	27	43	17	58	37
Q9NVS2	comp30973_c0_seq1	186	102	154	91	187	147
Q5T3I0	comp30987_c0_seq4	175	58	92	52	89	90
O43824	comp31000_c0_seq2	273	111	129	66	144	131
P42356	comp31012_c0_seq1	565	274	339	132	295	216
Q13561	comp31039_c0_seq2	603	185	289	145	312	270
Q8N4V2	comp31068_c0_seq1	247	102	149	73	246	140
Q9BS18	comp31070_c0_seq1	147	63	98	57	110	111
Q9P0R6	comp31112_c0_seq1	314	145	208	188	481	376
Q99707	comp31143_c0_seq1	1322	513	767	236	528	399
Q9NS62	comp31208_c0_seq1	287	82	206	54	127	103
Q9UET6	comp31221_c0_seq1	203	66	105	77	176	171
Q9NQT4	comp31331_c0_seq1	118	34	49	22	76	81
Q9NVX0	comp31398_c0_seq1	122	37	47	32	96	81
O14908	comp31401_c0_seq1	671	374	392	226	481	398
P60880	comp31453_c0_seq1	547	176	268	140	341	256
P82932	comp31468_c0_seq1	51	25	27	19	37	42
Q13395	comp31587_c0_seq1	159	80	90	44	101	60
Q9H7F4	comp31619_c0_seq1	210	104	116	52	156	99
Q9HCG8	comp31634_c0_seq1	567	163	260	105	260	231
O75874	comp31654_c0_seq1	366	166	250	139	218	233
O15247	comp31725_c0_seq1	34	15	22	24	74	67
P11532	comp31739_c0_seq2	4488	1721	2488	856	1530	1509
Q9Y241	comp31748_c0_seq1	1410	538	446	100	904	310
P24752	comp31757_c0_seq1	999	462	505	296	478	447
Q6P3W2	comp31837_c0_seq1	84	50	42	35	81	43
P35670	comp31923_c0_seq1	1695	663	973	446	920	703
Q8N4V1	comp31966_c0_seq1	204	137	142	111	144	177
Q9NWT6	comp31981_c0_seq2	90	26	50	20	47	39
P30536	comp31986_c0_seq1	389	129	237	78	255	212
P05186	comp32058_c0_seq1	83	39	78	73	187	125
Q96AE4	comp32060_c0_seq2	1739	707	834	610	1276	1059
Q6UXP7	comp32084_c0_seq2	353	119	225	142	258	267
Q6ZT21	comp32093_c0_seq2	79	58	42	34	36	39
P56177	comp32101_c0_seq1	189	63	104	34	52	57
O75351	comp32114_c0_seq2	494	181	253	91	232	161
Q12778	comp32116_c0_seq1	2510	1199	1485	704	2120	1349
Q9Y399	comp32118_c0_seq2	69	53	50	38	53	29
Q8WUJ0	comp32119_c0_seq1	152	76	87	42	91	56
P40926	comp32171_c0_seq1	1417	529	703	380	802	712
Q96MP8	comp32178_c0_seq2	16	8	18	12	13	11
Q9UHR5	comp32193_c0_seq1	167	83	109	49	149	131
Q9NQ94	comp32213_c0_seq1	934	435	694	145	185	75
P27797	comp32228_c0_seq1	4080	832	1413	643	1463	2023
Q6P2P2	comp32262_c0_seq1	25	12	27	9	18	9
O14617	comp32279_c0_seq2	1246	530	766	302	555	485
Q8N6S4	comp32280_c0_seq2	262	77	103	62	123	102
P30711	comp32332_c0_seq2	57	24	23	26	75	56
Q96BW5	comp32383_c0_seq1	66	16	22	19	41	24
Q9NWM8	comp32419_c0_seq1	786	248	314	198	328	318
Q9UHA3	comp32427_c0_seq1	485	212	265	116	208	194
Q9Y266	comp32497_c0_seq1	388	173	251	100	177	183
Q5T890	comp32498_c0_seq1	56	16	20	9	11	12
P43378	comp32550_c0_seq1	209	81	97	39	112	98
Q5T2S8	comp32561_c0_seq1	26	16	33	12	34	22
Q9P2K9	comp32593_c0_seq1	1995	1339	1541	620	1464	1067
P61158	comp32642_c0_seq1	3271	1572	1877	1053	2152	1688
P84077	comp32655_c0_seq2	7228	2286	3297	1692	4305	3947
Q9BPU9	comp32669_c0_seq1	1113	597	657	528	980	798
P07900	comp32670_c0_seq1	11038	3746	5110	2667	5087	5352
P18077	comp32692_c0_seq1	1843	804	982	694	1211	1080
P49773	comp32725_c0_seq1	680	364	431	259	534	432
Q00765	comp32743_c0_seq1	2552	1048	1518	782	2009	1787
Q9NVR5	comp32758_c0_seq1	246	84	137	71	146	121
P62495	comp32808_c0_seq1	1776	818	1135	429	935	816
P50914	comp32835_c0_seq1	1648	865	1102	636	1198	1053
P15880	comp32841_c0_seq1	6754	3337	4189	2692	4916	4430
Q7Z3D6	comp32846_c0_seq1	231	86	138	65	127	90
P61513	comp32856_c0_seq1	2082	1132	1466	904	1448	1201
P23526	comp32877_c0_seq1	17458	5898	8534	2954	6576	6316
Q86X76	comp32878_c0_seq1	185	112	121	54	96	77
P62424	comp32895_c0_seq1	5275	2575	3159	1830	3256	3005
P24468	comp32899_c0_seq1	3608	1910	2493	1574	3458	2661
Q2WGJ8	comp32927_c0_seq3	19	5	11	17	22	12
P61313	comp32936_c0_seq1	2875	1446	1713	1005	2288	1764
Q9UBX1	comp32948_c0_seq1	8487	4537	5709	3437	8906	6430
P04114	comp32950_c0_seq1	52629	17490	33461	1446	1947	1767
Q9BWW4	comp32953_c0_seq1	3076	1254	2380	2261	4122	5184
Q9UM22	comp32954_c0_seq1	4851	2176	2863	1738	3053	2762
P62837	comp32979_c0_seq1	2079	1363	1649	996	2044	1573
Q9Y3A5	comp32995_c0_seq3	320	122	154	88	205	166
P10644	comp33000_c0_seq1	2159	1078	1396	641	1849	1205
Q15546	comp33010_c0_seq1	53	40	38	25	55	39
Q53T59	comp33082_c0_seq1	280	75	150	66	169	151
P59282	comp33123_c0_seq1	2640	788	1389	532	1338	1332
Q8N183	comp33130_c0_seq1	128	49	71	47	76	53
Q5SRE5	comp33139_c0_seq2	490	236	234	92	205	153
P16278	comp33154_c0_seq1	5308	2767	2704	2253	3878	2799
Q68BL7	comp33179_c0_seq1	28	57	135	1459	2217	2363
Q86X24	comp33188_c0_seq1	41	7	15	4	26	15
O14521	comp33229_c0_seq1	776	443	659	296	609	531
Q5BJD5	comp33345_c0_seq1	132	51	55	25	64	57
Q04609	comp33346_c0_seq1	240	140	126	130	233	150
Q6UX65	comp33366_c0_seq1	592	466	460	206	442	322
Q8WVJ9	comp33369_c0_seq1	668	337	448	190	379	338
Q969G6	comp33411_c0_seq1	565	333	432	182	480	344
O60870	comp33424_c0_seq1	112	55	79	67	107	83
Q9NW15	comp33442_c0_seq1	1049	504	662	460	800	706
Q969U6	comp33505_c0_seq1	198	97	139	87	171	136
P40939	comp33515_c0_seq1	1459	469	640	384	821	726
P52758	comp33516_c0_seq3	447	172	234	126	295	221
Q6QAJ8	comp33529_c0_seq1	116	71	81	40	60	49
O94889	comp33545_c0_seq1	319	124	224	41	106	81
P15374	comp33567_c0_seq2	789	261	348	214	465	407
O43602	comp33582_c0_seq1	926	404	575	468	1156	905
Q12950	comp33597_c0_seq1	54	17	33	9	30	28
Q99436	comp33635_c0_seq1	608	244	258	162	341	288
Q9P0P8	comp33661_c0_seq1	206	114	146	107	185	136
P25490	comp33662_c0_seq2	1234	528	755	332	842	748
Q96C01	comp33710_c0_seq1	47	10	19	13	28	28
Q9H772	comp33729_c0_seq1	98	59	84	26	107	58
Q5T6J7	comp33786_c0_seq1	354	374	342	251	439	375
O60911	comp33814_c0_seq1	3688	1133	1530	525	1435	1462
P19404	comp33902_c0_seq1	380	120	186	104	272	247
Q9BQC3	comp34011_c0_seq2	99	33	62	14	42	41
O15511	comp34041_c0_seq1	938	403	573	337	634	574
Q86Y13	comp34055_c0_seq1	98	53	62	17	59	27
Q5JRX3	comp34057_c0_seq1	2610	1063	1634	939	1716	1434
Q86UD0	comp34068_c0_seq1	125	33	56	12	27	40
P59998	comp34103_c0_seq1	1473	663	820	611	1263	1055
Q14011	comp34119_c0_seq1	1240	528	594	310	659	613
Q13563	comp34121_c0_seq2	3203	1502	2310	1282	3580	2452
Q9Y548	comp34122_c0_seq2	419	123	221	108	330	257
Q05084	comp34150_c0_seq1	157	65	71	28	62	39
O43148	comp34171_c0_seq1	1006	267	420	210	387	330
Q5VWJ9	comp34198_c0_seq1	625	252	338	155	309	305
O14579	comp34219_c0_seq1	1034	415	487	257	479	431
P56211	comp34250_c0_seq2	1564	765	1114	402	1057	915
Q8TE02	comp34267_c0_seq2	87	34	55	31	52	60
Q96MV1	comp34278_c0_seq1	37	12	16	7	24	18
O43852	comp34295_c0_seq1	4264	849	1280	208	595	576
O75947	comp34357_c0_seq1	549	232	283	200	311	333
Q9UL25	comp34363_c0_seq2	954	420	604	279	649	567
Q9NVU0	comp34372_c0_seq1	339	135	160	60	188	156
Q99986	comp34375_c0_seq3	231	60	118	59	117	121
Q86TS9	comp34385_c0_seq1	172	46	84	38	118	107
O60318	comp34403_c0_seq2	454	141	240	92	183	131
Q8TDH9	comp34408_c0_seq1	86	31	50	15	47	51
Q9NZ01	comp34449_c0_seq1	258	177	184	416	747	615
Q6NSJ0	comp34506_c0_seq1	1188	594	706	411	997	767
Q9UBM8	comp34538_c0_seq2	181	77	128	33	120	96
Q9NWW7	comp34550_c0_seq2	212	73	124	45	140	126
Q9NTN3	comp34639_c0_seq1	241	113	155	88	225	164
Q96DE0	comp34715_c0_seq1	21	12	10	4	17	11
Q14140	comp34745_c0_seq1	322	170	214	82	278	201
Q8NBA8	comp34767_c0_seq1	161	56	83	36	79	88
P41091	comp34782_c0_seq1	922	410	547	230	513	483
Q86YP4	comp34786_c0_seq1	411	152	209	81	194	121
Q96GN5	comp34796_c0_seq1	168	60	92	47	126	110
Q15751	comp34903_c0_seq2	1585	673	813	383	846	566
P55075	comp34951_c1_seq1	53	14	36	10	36	21
Q8IWW6	comp34953_c0_seq1	774	388	569	159	476	329
P08910	comp34956_c0_seq2	179	97	122	57	131	113
Q9H799	comp34962_c0_seq1	1427	598	683	288	642	434
Q9NPI1	comp34978_c0_seq1	645	239	334	166	292	277
Q8N801	comp35016_c0_seq1	178	97	125	63	123	151
Q969S6	comp35018_c0_seq1	95	59	58	45	106	103
P52292	comp35087_c0_seq1	285	114	151	108	215	173
Q05D32	comp35116_c0_seq1	277	156	215	151	380	290
Q15319	comp35135_c0_seq1	264	136	190	165	356	283
Q02040	comp35191_c0_seq1	40	10	22	6	27	25
Q8N5X7	comp35196_c0_seq2	385	172	204	64	305	198
P36776	comp35203_c0_seq2	453	166	205	70	176	138
Q86WV6	comp35209_c0_seq2	289	111	188	77	209	130
Q9Y4P8	comp35244_c0_seq1	598	294	335	137	365	217
Q9P2H3	comp35268_c0_seq1	529	173	277	109	288	216
Q9UJW0	comp35288_c0_seq2	425	100	173	67	250	218
Q96G28	comp35299_c0_seq1	641	308	370	179	290	282
Q9UNQ2	comp35387_c0_seq2	285	133	199	67	205	162
Q86XK3	comp35393_c0_seq1	23	15	17	6	12	22
P56537	comp35443_c0_seq1	337	124	199	101	223	179
P19387	comp35471_c0_seq1	195	67	101	59	107	92
Q9C0B0	comp35474_c0_seq1	343	133	168	84	227	162
Q15404	comp35589_c0_seq2	485	180	251	56	203	213
Q8WYA6	comp35618_c0_seq1	248	69	115	66	167	122
Q63HQ0	comp35665_c0_seq1	599	199	283	88	244	181
P18428	comp35687_c0_seq2	3715	1628	2087	532	1396	858
P21452	comp35689_c0_seq1	24	15	40	21	29	21
P55316	comp35714_c0_seq1	71	62	41	50	90	90
Q15270	comp35761_c0_seq1	102	36	57	54	141	129
Q9UNK0	comp35805_c0_seq1	721	292	376	200	435	391
O95140	comp35808_c0_seq1	615	296	371	204	343	310
Q8NC06	comp35812_c0_seq1	62	34	43	23	53	41
Q8NAV1	comp35847_c0_seq1	231	122	145	53	149	85
Q6ZV70	comp35848_c0_seq1	127	80	82	60	120	88
P53370	comp35867_c0_seq1	100	48	62	14	69	63
Q9NUP1	comp35891_c0_seq1	199	67	107	45	130	81
O00399	comp35931_c0_seq1	144	91	94	47	115	74
Q9UIU6	comp35938_c0_seq1	403	154	315	94	255	203
Q5BKT4	comp35948_c0_seq1	98	52	73	33	59	48
Q99853	comp35966_c0_seq1	748	145	299	34	109	105
Q6IQ26	comp36014_c0_seq2	383	214	257	102	299	223
Q9H788	comp36067_c0_seq1	913	337	474	231	475	478
Q9Y2S2	comp36068_c0_seq1	215	101	125	55	126	82
P35658	comp36084_c0_seq1	178	75	109	47	40	23
Q12768	comp36114_c0_seq2	677	248	326	166	350	266
Q96HP4	comp36129_c0_seq3	105	58	74	45	80	86
Q15040	comp36143_c0_seq2	77	65	70	46	50	69
O95461	comp36165_c0_seq1	386	123	211	104	299	237
Q8N5U6	comp36174_c0_seq2	556	209	352	212	476	367
Q05048	comp36206_c0_seq1	304	91	130	78	186	125
Q8WUY1	comp36209_c0_seq1	31	13	18	7	20	18
Q0P6D2	comp36241_c0_seq1	166	97	135	67	192	107
A6NE52	comp3626_c0_seq1	54	26	54	15	29	17
P12268	comp36270_c0_seq1	638	258	299	74	191	169
Q8N3C0	comp36318_c0_seq1	1583	702	975	276	639	404
Q9BWL3	comp36329_c0_seq2	314	125	188	109	223	183
Q8TF05	comp36334_c0_seq1	588	240	398	161	397	271
Q96E22	comp36491_c0_seq1	175	86	114	55	141	138
Q9NUM4	comp36522_c1_seq1	81	71	76	25	56	33
Q96BR1	comp36525_c0_seq2	410	198	326	144	330	316
Q9NQP4	comp36552_c0_seq1	98	41	44	44	36	61
Q8IVI9	comp36622_c0_seq2	373	109	176	81	240	190
Q96KC8	comp36638_c0_seq3	358	131	186	90	233	207
P46527	comp36643_c0_seq1	174	72	103	44	133	139
O95864	comp36651_c0_seq1	249	174	217	158	275	208
Q9NUT2	comp36665_c1_seq2	261	125	129	65	135	137
Q8N5H7	comp36692_c0_seq1	984	366	516	141	403	227
Q6P1J6	comp36734_c0_seq1	297	200	281	111	259	141
Q96AT1	comp36755_c0_seq1	74	33	44	27	62	60
Q9BVK8	comp36794_c0_seq1	219	97	143	60	160	143
Q6UN15	comp36812_c0_seq1	817	270	366	146	386	334
Q96JM7	comp36848_c0_seq1	664	328	414	248	568	412
P20226	comp36913_c0_seq1	181	77	90	52	121	108
Q9NX40	comp36949_c0_seq1	159	49	84	39	101	81
Q9P2D0	comp36964_c0_seq2	4354	1608	2108	233	543	421
Q9Y2H6	comp36969_c0_seq1	931	427	604	371	741	560
Q8TEW0	comp36982_c0_seq1	1081	448	567	212	519	421
P21127	comp36998_c0_seq1	403	89	172	89	221	233
O95721	comp37009_c0_seq1	231	85	140	51	152	139
A6ND91	comp37048_c0_seq1	204	98	88	43	123	97
Q9Y5B8	comp37057_c0_seq1	247	113	147	51	217	140
P51580	comp37087_c0_seq1	224	110	118	63	135	125
O94851	comp37102_c0_seq1	171	157	171	22	45	13
P11177	comp37107_c0_seq1	647	157	286	145	423	351
Q6ZMK1	comp37130_c0_seq2	177	92	93	60	186	114
Q5U623	comp37134_c0_seq1	712	322	406	197	408	341
A8MV24	comp37140_c0_seq1	190	68	108	70	163	149
O95755	comp37174_c0_seq2	298	111	157	73	187	138
Q96Q15	comp37191_c0_seq1	660	309	446	122	279	192
Q9BXD5	comp37196_c0_seq1	400	176	244	85	215	171
Q5VZE5	comp37220_c0_seq2	555	252	312	145	311	231
P42704	comp37245_c0_seq2	1612	599	772	319	601	519
O60675	comp37252_c0_seq1	150	47	71	38	105	121
Q96PC2	comp37263_c0_seq1	341	115	213	55	191	200
Q16514	comp37265_c0_seq1	282	108	142	82	202	136
P63272	comp37283_c0_seq1	421	149	242	70	211	240
Q9C093	comp37290_c0_seq1	852	317	503	198	383	456
P13797	comp37313_c0_seq1	1943	1228	1582	248	439	312
Q16543	comp37326_c0_seq1	443	85	179	84	172	188
Q8TC07	comp37332_c0_seq1	621	272	318	146	341	240
Q6UWP7	comp37333_c0_seq1	181	63	97	71	141	113
Q86SQ6	comp37337_c0_seq1	1329	547	670	177	491	395
Q8NEM7	comp37341_c0_seq1	589	204	293	171	397	254
Q13574	comp37352_c0_seq1	852	372	529	165	341	304
P49327	comp37419_c0_seq1	3691	1363	1704	368	1265	777
Q96FV0	comp37515_c0_seq2	96	45	66	43	116	81
Q9Y230	comp37550_c0_seq1	626	271	326	167	352	282
Q9BUB7	comp37552_c0_seq1	77	30	55	27	43	44
O00567	comp37572_c0_seq1	816	264	394	149	355	321
Q16698	comp37579_c0_seq2	163	65	78	47	73	76
Q9BRT2	comp37635_c0_seq1	106	60	48	43	89	92
Q9UHJ6	comp37638_c0_seq1	135	74	84	29	49	34
Q5T1Q4	comp37700_c0_seq1	257	156	172	67	157	115
Q96EP1	comp37710_c0_seq1	291	108	136	46	159	112
Q8IVD9	comp37731_c0_seq1	322	128	193	74	177	138
Q9P2J5	comp37843_c0_seq1	995	396	463	220	369	332
Q9BRQ6	comp37894_c0_seq3	214	65	105	87	128	128
Q9Y316	comp37930_c0_seq4	122	49	51	16	69	50
Q9BTD8	comp37945_c0_seq2	200	111	111	51	125	109
Q92616	comp38042_c0_seq3	3064	1278	1613	598	1354	766
P40123	comp38055_c0_seq1	1048	519	697	278	541	420
Q16629	comp38083_c0_seq1	276	137	172	91	269	217
O15155	comp38106_c0_seq1	91	48	41	36	51	52
Q9BSR8	comp38151_c0_seq1	309	212	217	102	228	166
Q5TYM5	comp38157_c0_seq1	373	173	266	96	239	207
Q96LJ8	comp38173_c0_seq1	43	23	57	26	50	58
P36915	comp38185_c0_seq1	545	203	247	97	270	202
P62256	comp38199_c0_seq1	251	139	164	55	187	142
Q16775	comp38239_c0_seq1	365	192	217	116	259	210
Q16825	comp38242_c0_seq1	430	207	280	73	196	133
Q2NKJ3	comp3824_c0_seq1	101	22	42	11	25	13
Q14161	comp38281_c0_seq1	338	154	194	40	60	39
P19440	comp38327_c0_seq1	449	214	321	269	746	507
Q9NX62	comp38410_c0_seq1	326	151	161	232	349	306
P61106	comp38415_c0_seq1	227	157	188	43	117	76
P08243	comp38417_c0_seq1	353	129	176	153	246	248
Q9H9E3	comp38422_c0_seq1	319	100	132	63	153	131
Q14517	comp38446_c0_seq1	10321	4419	5884	1953	4079	2125
Q9NP77	comp38474_c0_seq3	437	212	266	101	287	246
Q86SR1	comp38478_c0_seq1	299	142	186	86	152	129
P38435	comp38484_c0_seq2	501	186	277	129	284	223
Q14185	comp38570_c0_seq1	1591	859	1045	385	896	537
Q5VTQ0	comp38578_c0_seq2	195	121	151	68	205	94
P09543	comp38605_c0_seq1	152	58	92	35	86	60
P78383	comp38611_c0_seq2	102	32	41	27	51	62
Q15746	comp38619_c0_seq1	645	211	265	49	217	161
P52435	comp38725_c0_seq3	118	42	82	28	79	68
A5PLN9	comp38782_c0_seq2	289	76	88	77	227	145
O00764	comp38786_c0_seq2	210	63	87	58	112	120
Q6AWC2	comp38818_c1_seq1	865	453	593	483	997	600
Q8NCC5	comp38827_c0_seq1	167	68	89	49	94	69
O14544	comp38835_c0_seq1	77	53	47	28	80	69
O95803	comp38852_c0_seq1	430	192	239	90	269	187
A2A3L6	comp38855_c0_seq1	270	94	146	50	174	143
Q9H816	comp38863_c0_seq1	32	3	17	15	30	17
Q8N128	comp38923_c0_seq1	405	208	296	189	373	304
Q9NVV5	comp38924_c0_seq1	197	111	124	69	125	137
O95571	comp38927_c0_seq1	920	391	530	103	161	152
Q8NC96	comp38942_c0_seq1	352	175	251	101	210	170
Q9H920	comp38986_c0_seq2	197	83	98	62	115	126
Q8N3I7	comp39014_c0_seq2	438	140	258	106	307	286
O15213	comp39031_c0_seq1	458	183	244	108	214	176
Q8NA03	comp39035_c0_seq2	288	69	121	41	185	148
Q8N371	comp39049_c0_seq2	57	22	41	19	38	36
P58743	comp39053_c0_seq1	303	105	199	76	200	160
Q5T089	comp39111_c0_seq2	223	89	137	62	157	144
Q9NXR7	comp39170_c0_seq1	203	99	132	51	119	91
Q9H9Y6	comp39173_c0_seq1	87	38	40	10	20	16
Q6Q0C0	comp39204_c0_seq2	498	209	249	87	187	139
Q8NI36	comp39251_c0_seq1	544	246	259	106	233	150
Q9H8J5	comp39281_c0_seq1	695	465	551	202	476	304
Q9BTM9	comp39300_c0_seq2	62	11	27	11	36	31
Q3YBR2	comp39318_c0_seq1	473	219	270	87	232	158
O60563	comp39324_c0_seq2	73	35	43	16	34	32
P25205	comp39389_c0_seq1	193	32	66	21	60	57
O00625	comp39393_c0_seq2	359	124	216	92	346	310
P85299	comp39404_c0_seq1	162	54	102	52	123	106
Q86T03	comp39433_c0_seq1	1592	723	1015	375	732	494
Q8IX29	comp39439_c0_seq1	24	15	24	5	21	5
A6NCN8	comp39449_c0_seq1	119	64	103	38	88	101
Q5VVX9	comp39468_c0_seq1	153	78	138	72	160	143
P16444	comp39470_c0_seq1	56	27	39	44	90	57
Q6ZVE7	comp39489_c0_seq1	751	343	362	193	438	389
Q8IWF2	comp39499_c0_seq1	378	198	292	93	207	154
Q9BTE0	comp39505_c0_seq3	252	112	181	87	198	168
Q15286	comp39506_c0_seq1	517	274	390	143	318	279
Q8N122	comp39557_c0_seq1	120	83	83	31	43	19
P55809	comp39583_c0_seq1	447	104	185	38	105	83
Q709C8	comp39606_c0_seq1	1222	374	542	276	693	555
O60235	comp39648_c0_seq1	477	166	261	169	425	355
Q9H3H5	comp39662_c0_seq3	170	76	121	38	113	110
Q15477	comp39718_c0_seq1	628	255	308	148	287	211
O95881	comp39774_c0_seq2	261	175	194	134	325	260
Q8WY98	comp39778_c0_seq2	135	87	98	56	103	99
O75072	comp39798_c0_seq1	223	122	160	88	223	137
Q8NCL4	comp39806_c0_seq1	304	147	214	141	268	195
Q96M32	comp39809_c0_seq1	419	106	198	77	233	202
Q8TBZ2	comp39811_c0_seq1	250	109	157	96	198	203
Q5T8I9	comp39833_c0_seq2	57	21	13	8	35	31
